var_0057,var_0058,var_0059,var_0060,var_0013,var_0014,var_0015,var_0016,var_0017,var_0002,var_0018,var_0062,var_0046,var_0095,var_0035,var_0050,var_0048,var_0068,var_0099,var_0007,var_0031,var_0038,var_0077,var_0008,var_0021,var_0029,var_0088,var_0075,var_0047,var_0027,var_0006,var_0071,var_0053,var_0080,var_0064,var_0083,var_0089,var_0093,var_0003,var_0072,var_0085,var_0032,var_0023,var_0056,var_0063,var_0084,var_0069,var_0065,var_0004,var_0020,var_0022,var_0045,var_0043,var_0005,var_0091,var_0090,var_0000,var_0039,var_0033,var_0055,var_0011,var_0040,var_0028,var_0061,var_0010,var_0036,var_0070,var_0066,var_0082,var_0001,var_0037,var_0086,var_0019,var_0087,var_0024,var_0034,var_0054,var_0097,var_0098,var_0078,var_0025,var_0094,var_0081,var_0030,var_0042,var_0051,var_0044,var_0074,var_0067,var_0012,var_0079,var_0041,var_0026,var_0092,var_0009,var_0096,var_0076,var_0073,var_0052,var_0049,is_anomaly
0.000245755,0.0959056,0.210414,0.788262,0.0197406,0.350198,0.00197215,0.138728,0.249671,0.33781500000000003,0.0132014,0.209511,-0.00554881,0.589291,0.968094,0.697226,0.284851,0.884619,-0.00356141,0.141002,0.445171,-0.00409942,0.4542060000000001,-0.0121649,0.016669200000000002,0.38082,0.939628,0.333986,0.25179,-0.00496589,0.398416,0.021557,0.00744355,0.492887,0.757145,0.00434772,0.484407,-0.0104148,0.00379428,-0.0039438,0.323317,0.184022,0.00511747,0.375224,0.13375,0.744174,0.931038,0.8524959999999999,0.762089,0.066738,0.314632,0.008094,0.00248695,0.7861060000000001,0.7401300000000001,0.993031,0.241974,0.0190554,0.0276939,-0.00307571,0.000513005,0.385551,0.213205,0.0249758,0.106171,-0.013573500000000002,-0.00945701,0.8864569999999999,0.820729,-0.0108084,0.868117,0.00709726,0.88395,0.332776,0.107892,-0.00737278,0.385024,0.393326,0.855482,0.223213,0.289872,0.07405310000000001,0.00332056,0.682394,0.661493,0.217218,0.596907,0.00439556,-0.00926953,0.4045510000000001,-0.00908527,0.983283,0.12083,0.922489,0.812639,0.00373179,0.87618,0.215764,0.19531,0.317881,0
0.255008,0.69412,0.477094,-0.00442694,0.403956,0.7240340000000001,0.0108266,0.963989,0.5570689999999999,0.13711700000000002,0.0176187,0.0261966,0.0887701,0.7614449999999999,0.00233411,0.786687,0.559787,0.215157,-0.00436117,0.378417,0.29848600000000003,0.555713,0.530157,0.679716,0.906634,0.162333,0.6335390000000001,0.688515,-0.0006585180000000001,0.0135153,0.0155062,0.0100271,0.133929,-0.0115642,0.0303256,0.672846,0.00526349,0.00102749,0.430373,0.000961772,0.628731,0.00725419,0.387025,0.0145459,0.25156,0.328256,0.239442,0.000209021,0.176837,0.49559,0.00622701,0.00128376,0.839408,0.00446085,0.651523,0.53597,0.33684400000000003,-0.00469454,0.554729,0.384377,0.00431861,0.199385,0.266604,0.470021,0.741312,0.91675,0.673003,-0.00526585,-0.0166061,0.00188805,-0.00129681,0.531859,0.984486,0.0130619,-0.00115107,0.994819,0.334148,0.817558,0.705257,0.160802,0.619409,0.94116,0.113182,0.787917,-0.00397514,-0.00868616,0.632382,0.7185590000000001,0.465457,0.210787,-0.00319633,0.0630179,0.153844,0.603911,0.26173,-0.00727201,-0.00248966,0.162913,0.7151029999999999,0.129702,0
0.0087752,0.681971,0.535425,0.924588,0.931947,0.994348,-0.00559118,0.364807,0.131493,0.06364940000000001,0.4677560000000001,0.152342,0.451881,-0.0149798,0.000167022,0.0203364,0.227319,0.0998556,0.751359,0.633274,0.675567,0.0116254,0.996428,0.547199,0.5266489999999999,0.4799020000000001,0.270123,0.511754,0.00263642,0.32395,0.464438,0.51018,0.643269,0.00377572,0.501341,0.356651,0.0153901,-0.00359038,0.6454270000000001,0.0111935,0.7766770000000001,0.795656,0.0929964,0.464647,0.394579,0.016796099999999998,0.442323,0.0161224,-0.00706744,0.993742,0.00030028,0.786334,-0.0070685,0.4679180000000001,0.255129,0.251622,0.000386043,-0.00831796,0.29548800000000003,0.302684,0.917616,0.534744,0.8082090000000001,0.103929,0.499363,0.229699,-0.00694139,-0.0136184,0.5489729999999999,0.687552,0.0594145,0.908566,0.00592506,0.626103,0.0125743,0.0112061,-0.00222617,0.570475,-0.00838892,0.863326,0.863607,0.361383,0.7120989999999999,0.8563569999999999,0.102218,-0.017234,0.0135966,0.247948,0.187694,-0.00380057,-0.00144429,0.158333,0.00611277,0.82435,-0.0110318,0.580024,-0.00563012,0.90212,0.8454659999999999,0.4784810000000001,0
0.860416,0.0134563,0.155029,0.000481845,0.867683,0.208113,0.283073,0.954007,0.00939173,0.320574,-0.00520197,0.280011,0.84154,0.257123,0.483699,0.147295,0.130497,0.190591,0.0058881,-0.00783806,0.0608392,0.693785,0.5327890000000001,0.402027,0.00446368,0.479932,0.991291,-0.00865202,0.876209,0.45572,0.952198,0.0103845,0.566254,0.0032932,-0.0061667,0.266448,-0.012986700000000002,0.381153,0.276001,0.4492930000000001,0.923976,0.0193268,0.535288,0.131477,0.889476,0.6175069999999999,0.185992,0.921631,0.113146,0.694425,0.614347,0.00314394,0.458888,-0.0285247,0.8595079999999999,0.485566,-0.0118686,-0.00640954,-0.00567363,0.565754,-0.00482863,0.4155,0.972175,0.613135,0.539537,-0.00114026,0.805287,-0.006156,0.0234314,0.437438,-0.027398400000000003,0.0184945,0.633169,0.918876,0.248737,0.467117,-0.000591833,0.53236,0.30301300000000003,-0.00929446,0.0149338,-0.014985399999999998,0.95026,0.484458,-0.00841294,0.788176,0.0926639,0.240741,0.949113,0.942863,0.10913699999999997,0.884876,-0.0121065,0.00431987,0.0173914,0.671602,0.915658,-0.0106546,0.007712899999999998,0.00586267,0
0.362833,0.361717,-0.00278867,0.8303590000000001,0.8311540000000001,-0.00221772,0.428091,0.427577,0.028866900000000008,-0.000295573,0.707929,0.00967807,0.430259,0.53469,0.336484,0.613697,0.6541319999999999,0.746337,0.494181,0.961106,0.477722,0.396087,0.485028,0.780857,-0.0222213,0.101747,0.64691,0.632637,0.4970270000000001,0.109936,-0.00400582,0.207537,0.00965507,0.7659020000000001,0.809667,0.52158,0.5835640000000001,0.390957,0.0160743,0.00340575,0.000805029,0.400486,0.00551562,0.303724,0.786852,0.343826,0.447074,0.773668,0.798633,0.179522,0.736923,0.639817,-0.00642501,0.681921,0.789856,0.00607725,0.228921,0.00588856,0.278038,0.00569074,0.703642,0.24185,0.00432083,0.554722,0.8305309999999999,-0.0110197,-0.010284200000000002,0.00352121,0.271896,0.0106645,-0.00502366,0.853151,0.00125842,0.81809,0.227916,0.94525,0.314126,0.722073,-0.0142347,-0.00619335,0.344129,0.4455810000000001,-0.000861588,-0.0212868,0.6732630000000001,0.425121,0.00309707,0.652467,0.00264133,0.0133699,0.553779,0.560283,0.33306,0.0135118,0.0526387,0.00162446,0.00736568,0.168509,0.772883,-0.010485,0
0.00208493,0.176333,0.0758263,0.251849,-0.00083354,0.0808928,0.0633538,0.15071199999999998,0.785637,0.851988,0.384392,0.463279,0.956462,0.48665,0.163456,0.00568979,0.17019,-0.0109719,0.922555,0.00630444,0.315662,0.121628,0.82831,0.52442,0.201906,0.0985985,0.263139,0.00017046099999999998,-0.00329361,0.198393,0.0183833,0.485858,0.944455,0.506832,-0.00836416,0.698024,0.293949,0.9289,0.904717,-0.00124289,0.0111414,0.368153,0.0956562,0.547046,0.568721,0.6476109999999999,0.11877,0.41614,-0.00121571,0.283389,-0.00346236,-0.0052431000000000005,0.693056,0.104443,0.409868,0.347816,-0.00333805,0.238887,0.626024,0.00898134,0.514012,0.00712964,0.00015172299999999998,0.696182,0.048749,0.00358998,0.359393,0.00388854,0.301317,0.790071,0.0108779,0.00669234,-0.0126914,0.575324,0.0078557,0.5629810000000001,0.996244,0.405325,-0.00342448,0.00683425,0.791611,0.845485,-0.00629098,0.00815159,0.00710234,0.709784,0.173245,0.0597774,0.964416,-0.00577532,0.368294,0.123396,0.484459,0.0104197,0.6964640000000001,0.00326418,0.0837704,0.235823,0.227509,0.549592,0
0.834458,0.804184,-0.0167377,0.180723,-0.00516234,0.976626,0.730158,0.121225,0.940219,0.00154077,-0.00644595,0.168461,0.700978,0.673571,0.00116098,0.618893,0.525274,0.112627,0.561528,0.367965,-0.0121094,0.00938726,0.00698618,-0.00567665,0.000582719,0.8650329999999999,0.95128,0.251276,0.117843,0.786043,0.151574,0.712819,0.30390100000000003,-0.00100604,-0.0149018,0.781358,0.617721,0.685974,0.8347110000000001,-0.00972466,-0.0127043,0.476567,0.0169998,0.0135431,0.108928,0.37838,0.14322200000000002,0.126372,0.507163,0.728875,0.629286,0.00629823,-0.000719283,0.180652,0.00600635,0.00246858,-0.00688442,0.8155789999999999,0.663061,0.5428810000000001,-0.00924953,0.00579125,-0.00372274,0.980685,0.498358,0.181453,0.00874652,0.815516,0.556401,0.920159,0.638159,0.193298,0.875813,0.146285,0.6031890000000001,0.818249,0.630679,-0.00521601,0.769754,0.31418,0.018626,0.00409245,0.146563,0.16169,0.0147721,0.814146,0.780949,0.308417,0.00324514,0.208511,-0.00197879,0.6957760000000001,0.531887,0.5336270000000001,0.397973,0.241917,0.550663,0.51263,-0.0142703,0.005232100000000001,0
0.8267680000000001,0.233751,0.00300248,0.4649140000000001,0.840775,0.737108,0.857907,0.6479239999999999,0.7561640000000001,0.498375,0.438423,0.299429,0.842168,0.014252,0.199339,0.013075,0.6274109999999999,0.0180808,0.0381543,0.0042449,0.094626,0.8676370000000001,0.94673,0.69465,0.00467567,0.380618,0.4298300000000001,0.6957800000000001,0.0103161,-0.00159068,0.421301,0.00810551,0.0518168,0.448332,0.346304,0.328906,0.7508779999999999,0.620015,0.00951119,0.0109074,0.438976,0.000966535,0.018734,0.08895560000000001,0.295115,-0.0154812,0.424862,0.232458,0.957905,0.788295,0.582864,0.635155,0.00133392,0.7189989999999999,0.652678,0.00521884,0.654482,0.520171,0.7271270000000001,-0.00182423,0.430497,-3.49489e-05,0.604808,-0.00165526,0.116611,0.00106698,0.0747633,0.0056403,0.251242,-0.000318111,0.00532765,0.102168,0.00291705,0.129037,-0.0020677,0.552863,0.6065520000000001,0.655679,0.0117787,0.000685337,0.382803,0.0887541,-0.00491288,0.830824,0.588394,0.27336,-5.81895e-05,0.943025,0.00452433,0.00124283,0.180578,0.290373,0.332004,-0.00900777,0.755912,0.652488,0.00707814,0.0111136,0.549571,0.901766,1
-0.00277888,0.951393,0.944174,0.5156930000000001,0.493241,-0.000831551,0.665935,0.7455470000000001,0.146054,-0.0164778,0.407,0.437233,0.157513,0.518402,0.00487058,0.698494,0.0180811,0.7361979999999999,0.8016949999999999,0.433079,0.997136,0.8817219999999999,0.146057,0.469394,-0.00581173,0.805866,0.755492,0.417451,0.196508,0.939517,0.0129017,0.00368542,0.371596,0.00240094,-0.00602772,0.48417,0.244071,0.8841459999999999,0.6596989999999999,0.550552,0.501842,0.7397090000000001,0.198523,-0.00236171,0.973023,-0.00233058,0.487227,0.5811609999999999,0.943835,0.646745,0.8910299999999999,0.57835,0.0093752,0.570894,0.0322939,0.890267,0.0135734,0.775849,0.70096,0.5701390000000001,0.845353,0.00421362,0.00849946,0.361807,0.08452660000000001,0.974019,0.855615,-0.00913995,0.6798890000000001,0.599106,-0.00688211,0.572815,-0.00228877,-0.0208655,0.00860987,0.462395,0.574811,0.00617516,0.360793,0.70424,0.812988,0.593775,0.6251359999999999,0.0138378,-3.70478e-06,-0.0031501,0.000531137,0.00362991,0.435819,0.004594399999999999,0.0046455,0.406965,0.29937800000000003,0.00385827,0.999013,-0.0045935,0.00255547,-0.00389173,0.00161541,0.927077,0
0.113143,0.00650617,0.133364,0.259943,0.00109766,0.721781,0.898437,0.918541,0.981273,0.118177,-0.0151912,-0.0008415060000000001,0.495367,0.0946508,-0.000111625,0.286551,0.56684,0.017150099999999998,0.00529639,0.713463,0.767516,0.000373895,0.4130430000000001,0.00718552,0.0243605,0.629412,0.690553,-0.00546941,0.15770499999999998,0.361328,0.009248,0.504224,0.630374,0.00929576,0.971288,0.00741769,0.990021,0.143799,0.0384695,-0.00539985,0.359648,0.784194,-0.0127933,0.00472613,0.382175,0.996185,0.7324930000000001,0.793292,-0.012201299999999998,0.574521,0.00139432,0.136239,0.00746365,0.126048,0.471498,0.6466189999999999,0.27768200000000004,-0.00380099,-0.00881891,0.478538,0.555725,0.171546,0.769175,0.631169,0.783905,0.784725,0.539521,0.353401,0.98854,0.0123022,0.07038989999999999,-0.00530248,0.111304,0.00060195,0.404759,0.941403,0.369125,0.163977,0.519292,-0.000504628,0.6638229999999999,0.743975,0.237547,0.879742,0.0169676,-0.0189888,-0.00464848,0.790035,0.00106588,-0.00717189,0.0248159,0.356679,0.00928037,-0.00361343,0.770564,0.00510507,0.386372,0.16597,0.992151,0.0101727,0
0.925923,0.0765572,-0.00837083,0.88294,0.497809,0.61734,0.00663282,0.0580794,0.730683,0.000899154,0.0144109,0.742414,0.936269,0.16369,0.207923,0.380342,0.7823640000000001,0.717492,-0.000448856,0.0130631,0.983531,0.527512,-0.00119962,0.27742100000000003,-0.0182725,0.195366,0.0185535,0.818419,-0.0023325,0.00518419,0.0320655,0.821666,0.0118469,0.268771,0.827583,0.0239302,-0.00882033,0.8348959999999999,0.41923,0.28878400000000004,0.8675729999999999,0.89404,0.565723,0.531454,0.609478,0.34684,0.795588,0.768882,0.123237,0.812018,0.8332879999999999,0.398574,-0.00540913,0.577603,-0.0135299,0.427432,0.0292727,0.440987,0.0264597,-0.00705718,0.732005,-0.0129724,0.210793,-0.011550200000000002,0.001923,-0.007031900000000001,0.00150975,0.947192,0.00570239,-0.00501209,-0.00439093,0.0993,0.0258876,0.199273,0.0145759,0.0106625,0.00342226,0.448511,0.349582,0.00677587,0.956532,0.225463,0.000220398,0.656375,0.8212079999999999,0.994904,0.00322557,0.0283697,0.0065078,0.0242264,0.929256,0.177548,0.0828328,0.371461,0.29801700000000003,0.014366399999999996,0.114563,0.00301136,0.919801,0.919502,0
