var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,is_anomaly,__autogenerated_time,_OUTLIER,__REL_SUBSPACES
-0.00835911,0.302654,0.674551,-0.0100107,0.693024,0.803165,0.369647,0.00579738,-0.00268036,0.6623899999999999,0.0,32.0,0.0,-
0.9064209999999999,0.00640915,0.895991,0.774408,0.00745454,0.09268610000000001,-0.00258864,0.320808,0.562303,0.00816478,0.0,33.0,0.0,-
0.00749831,0.416678,0.701019,0.00340012,0.678319,0.48475,0.505708,-0.00106438,-0.0110014,0.06812889999999999,0.0,34.0,0.0,-
0.0558465,-0.00714265,0.687936,0.00587411,0.450088,0.383063,-0.0157944,0.757078,4.59184E-4,0.37147399999999997,0.0,35.0,0.0,-
0.500498,-3.80668E-4,0.583491,0.60031,0.0019150999999999999,0.681182,0.201928,-0.00256555,0.00182167,0.528849,0.0,36.0,0.0,-
0.00550309,-0.00846822,-0.016510900000000002,0.659992,0.533591,0.25747600000000004,0.8781680000000001,-0.00517895,0.133596,-0.00404054,0.0,37.0,0.0,-
0.708689,0.0169198,0.7840550000000001,5.50004E-4,0.683284,0.317734,-0.014016599999999999,0.23710900000000001,-0.0126004,0.691315,0.0,38.0,0.0,-
0.5919909999999999,-0.0181865,0.512628,0.403184,0.00357108,0.00454361,0.00827165,0.5200170000000001,0.870469,-0.014962200000000002,0.0,39.0,0.0,-
0.00971382,0.379345,0.0599112,0.5433020000000001,-0.0197814,0.010312200000000002,-0.00157082,0.808085,0.00366073,0.400523,0.0,40.0,0.0,-
0.00369196,0.33313899999999996,0.72236,0.7542,0.450254,0.00395433,0.637734,-0.00278834,-0.00795918,0.35896300000000003,0.0,41.0,0.0,-
0.00341164,0.264752,0.551143,0.33467800000000003,0.00594688,0.207697,0.429437,0.0051063,6.594560000000001E-4,0.103572,0.0,42.0,0.0,-
0.605801,-0.0032805,0.43045500000000003,0.44736400000000004,0.00146614,0.796566,0.892754,0.013368000000000001,0.176493,0.00335609,0.0,43.0,0.0,-
-0.0121969,0.642566,-0.00858168,0.339923,0.06456759999999999,0.507764,0.00430176,0.35029699999999997,0.0120536,0.285249,0.0,44.0,0.0,-
-0.00805389,0.397937,0.00141647,0.208779,0.7657,0.830472,0.5849260000000001,-0.00680622,-6.46958E-4,0.29288000000000003,0.0,45.0,0.0,-
0.325972,-0.0101345,0.21607800000000002,0.40578400000000003,-0.0035766999999999995,0.607834,0.776889,0.00471019,-0.00261371,0.56328,0.0,46.0,0.0,-
-0.010160200000000001,0.45313400000000004,0.6615770000000001,0.854295,-0.00694983,0.9704659999999999,0.00402823,0.576807,0.329832,0.00563646,0.0,47.0,0.0,-
4.89004E-4,0.805041,-0.0243991,0.45470600000000005,0.925092,0.369252,-0.0158162,0.0401336,-0.0050652,0.0876171,0.0,48.0,0.0,-
-0.028513599999999997,0.835383,0.959166,0.0938105,-0.0129523,0.277508,0.578625,0.00414993,-0.0135586,0.760046,0.0,49.0,0.0,-
0.0912951,0.00983501,0.31665,0.888921,0.815909,0.014820400000000001,-0.00118247,0.00912073,-0.012536799999999999,0.011968000000000001,0.0,50.0,0.0,-
-0.010940700000000001,0.6971390000000001,0.771529,0.693826,0.699629,-0.0039666,-0.025019299999999998,0.887072,-4.921330000000001E-4,0.6829729999999999,0.0,51.0,0.0,-
0.00572798,0.485752,0.0028519,0.571746,0.20114500000000002,0.323264,0.960965,0.023746,0.026981099999999997,0.00753252,0.0,52.0,0.0,-
-0.00425883,0.649475,0.0898905,-0.00392152,0.0915285,0.17515899999999998,0.00155601,0.5734819999999999,0.00331084,0.698538,0.0,53.0,0.0,-
0.00929769,0.392466,0.11202100000000001,0.5982850000000001,0.285883,-0.022551599999999998,-0.00669695,0.16100799999999998,0.9629700000000001,-0.00844779,0.0,54.0,0.0,-
0.40475,-0.00796426,0.5270020000000001,0.7779590000000001,0.971298,0.00324738,0.042176,0.015471100000000002,-0.00733962,0.00414232,0.0,55.0,0.0,-
0.86164,0.00487217,0.00381218,0.0161079,0.253038,0.8574129999999999,0.7177319999999999,0.00701463,0.010326,0.47976599999999997,0.0,56.0,0.0,-
0.122377,-8.99333E-4,0.201704,0.422696,-0.00621787,0.25399299999999997,0.1026,0.00120665,0.49978999999999996,-0.0034196999999999995,0.0,57.0,0.0,-
-0.013220099999999999,0.724414,0.091489,0.43452799999999997,0.131918,0.00198391,0.28429,0.0104101,-0.016956,0.141875,0.0,58.0,0.0,-
-0.0168592,0.9075469999999999,0.433007,0.6751550000000001,0.994182,-0.0131565,0.00101253,0.915977,0.253498,0.014542,0.0,59.0,0.0,-
0.8942549999999999,0.00260238,0.616467,0.718242,0.00905175,0.36491599999999996,0.7354970000000001,0.010494,0.972015,-0.00601575,0.0,60.0,0.0,-
-0.029768299999999998,0.319452,-0.0145025,0.637676,0.284083,0.19354200000000002,0.0101806,-0.0209264,0.48046300000000003,0.0035688000000000004,0.0,61.0,0.0,-
0.620057,-0.0108243,0.8976360000000001,-0.00534473,0.683493,0.775061,0.41063900000000003,0.00783232,-2.1996E-4,0.8128529999999999,0.0,62.0,0.0,-
-0.00398907,0.14452,-0.00569719,0.678513,0.221229,0.00213265,-2.9988599999999997E-4,0.101346,-0.0125743,0.176129,0.0,63.0,0.0,-
0.805771,-0.00250407,-0.00826723,0.46513999999999994,0.862265,0.115344,0.950167,-0.00169289,0.49733,-0.00660106,0.0,64.0,0.0,-
-0.00666618,0.917308,-0.00690029,0.0256591,0.39664,0.34905,0.878077,0.0069293,-0.00975579,0.95134,0.0,65.0,0.0,-
0.0813291,-0.0165433,0.20715999999999998,0.00757806,0.268351,0.553251,0.46741099999999997,-0.012082899999999999,0.292032,0.0104136,0.0,66.0,0.0,-
-0.00812814,0.17102699999999998,-0.00693622,0.847967,0.490613,0.10503299999999999,0.00122255,0.5410739999999999,0.6055590000000001,-0.00578353,0.0,67.0,0.0,-
0.00545869,0.31190999999999997,0.556773,0.45316300000000004,-0.010158499999999999,0.468646,0.982333,0.00352671,0.00854714,0.813107,0.0,68.0,0.0,-
0.697634,0.00417771,0.0129202,0.39982,0.7427630000000001,0.369367,0.272505,-0.00110391,0.00236477,0.741114,0.0,69.0,0.0,-
-0.00117987,0.854554,0.010169,0.278548,0.199427,0.46317200000000003,0.601855,-0.0052395,0.299183,0.006916899999999999,0.0,70.0,0.0,-
0.07978989999999998,0.00571979,0.852922,0.06708650000000001,0.00565525,0.428717,0.00489548,0.8558959999999999,0.00807425,0.750799,0.0,71.0,0.0,-
0.5533060000000001,0.00610535,0.501977,-0.00366048,0.0755756,0.788037,0.018641,0.434921,0.011060299999999999,0.449772,0.0,72.0,0.0,-
-0.013015200000000001,0.40673200000000004,0.942773,0.540006,0.824058,-0.00672534,0.011470200000000002,0.80081,-3.866E-4,0.9364469999999999,0.0,73.0,0.0,-
-4.78998E-4,0.905842,0.798718,0.70091,0.134081,0.00253314,-0.00818993,0.9460379999999999,0.399694,-0.0100603,0.0,74.0,0.0,-
0.335775,-0.00340757,0.618639,0.390004,0.875267,0.00753658,0.600042,-0.00684194,0.5652729999999999,-0.00489157,0.0,75.0,0.0,-
-0.00313487,0.256848,0.286364,0.99611,0.00763851,0.5651470000000001,0.43338999999999994,0.013770099999999999,0.00579132,0.886651,0.0,76.0,0.0,-
0.641842,-0.007916,0.6011350000000001,0.76452,0.899491,0.00114041,9.91075E-4,0.5604520000000001,-0.010439200000000001,0.409538,0.0,77.0,0.0,-
-0.0103002,0.801497,0.441724,0.57125,0.524256,-9.325960000000001E-4,0.00403081,0.044387699999999995,0.00701344,0.752104,0.0,78.0,0.0,-
0.00984666,0.687265,-6.44349E-4,0.0484592,0.5708770000000001,0.307346,-0.00384094,0.313719,0.00595781,0.9905860000000001,0.0,79.0,0.0,-
-0.00432492,0.585209,0.8685129999999999,0.5793689999999999,0.23412800000000003,0.00264174,0.294977,0.00483176,0.00972234,0.48816099999999996,0.0,80.0,0.0,-
-0.00536272,0.9098209999999999,0.859073,-7.84125E-4,0.36041599999999996,0.7040810000000001,0.404555,0.00455057,-0.00265582,0.734788,0.0,81.0,0.0,-
0.306718,-0.00720766,0.977483,0.00216379,0.937617,0.5368689999999999,-0.0205206,0.100611,0.08969880000000001,-0.012001600000000001,0.0,82.0,0.0,-
0.621801,0.012377200000000001,0.9967889999999999,0.909484,0.16433,-0.0015630000000000002,0.9792280000000001,-0.0034738,0.0130328,0.254594,0.0,83.0,0.0,-
0.211331,-0.00980461,0.752498,0.48100000000000004,0.0216812,0.074802,0.759061,0.0111238,0.392318,0.0118633,0.0,84.0,0.0,-
0.00375675,0.405051,0.8799370000000001,-0.012925999999999998,0.0116375,0.647225,0.9689620000000001,-0.00789007,-8.62942E-4,0.498742,0.0,85.0,0.0,-
-0.00682413,0.935942,0.147258,0.00535851,0.995878,0.23540100000000003,0.018331599999999997,0.7686729999999999,0.153401,-0.017672099999999996,0.0,86.0,0.0,-
0.011060500000000001,-0.00316792,0.38659099999999996,0.0803631,0.951686,-0.00980541,-0.00279604,0.878707,0.0115514,0.314556,0.0,87.0,0.0,-
0.742542,0.00118169,0.40528200000000003,0.00154789,0.90674,0.181848,0.020372,0.924222,5.68551E-4,0.8178810000000001,0.0,88.0,0.0,-
-0.00296629,0.59924,0.814638,0.982404,0.22648000000000001,-0.00446383,0.8218409999999999,-0.013691899999999998,0.0405593,-0.00738836,0.0,89.0,0.0,-
0.290722,-4.81308E-4,0.71824,-0.0040157,0.27974499999999997,0.106244,0.697006,0.00463222,0.00408877,0.0111285,0.0,90.0,0.0,-
-0.00313735,0.6255890000000001,0.00171412,0.615416,0.18238900000000002,0.737013,0.0395212,-0.0107842,0.9040159999999999,0.0206697,0.0,91.0,0.0,-
0.246011,-0.00272463,0.744031,0.5693189999999999,0.06801839999999999,0.00457801,0.00412643,0.508835,0.704994,7.99693E-4,0.0,92.0,0.0,-
0.00248174,0.787849,0.618167,0.0104835,0.962915,0.972775,0.22330500000000003,0.0217313,0.9568770000000001,0.00537171,0.0,93.0,0.0,-
0.45223800000000003,0.00191004,0.47962899999999997,-0.0131257,0.840526,0.584542,0.236289,0.00867911,0.259218,0.00869712,0.0,94.0,0.0,-
0.9381860000000001,-0.00580535,0.031177800000000002,0.0572594,0.0191929,0.894008,0.48630100000000004,-0.00954593,-0.0011425,0.334374,0.0,95.0,0.0,-
0.0733348,0.00579397,0.6846409999999999,0.488098,0.322151,0.00610487,2.54614E-4,0.038875599999999996,0.013296,0.364356,0.0,96.0,0.0,-
0.00738403,0.0132214,0.36241999999999996,0.831183,0.0126839,0.282376,0.7791239999999999,-9.993489999999999E-4,-0.00871445,0.6450520000000001,0.0,97.0,0.0,-
0.46754799999999996,-3.16652E-4,-0.0172943,0.00694234,0.026909,0.190083,0.0368411,-0.0180864,0.00733247,0.553006,0.0,98.0,0.0,-
-0.00787706,0.64035,0.9321299999999999,0.772234,0.239971,-0.0132656,0.532309,0.0145132,0.8074520000000001,0.0178491,0.0,99.0,0.0,-
0.009351700000000001,0.472261,0.9865370000000001,0.726797,0.00702004,0.836901,0.00742209,0.27032399999999995,0.00353033,0.278507,0.0,100.0,0.0,-
0.906891,0.0123511,0.48355,0.00328157,0.801578,0.680974,0.551198,-5.55911E-4,-0.0113739,0.487621,0.0,101.0,0.0,-
0.855764,0.0230865,0.24539899999999998,0.00768323,0.439121,0.20857699999999998,0.603259,-0.00717453,-0.00993177,0.9475399999999999,0.0,102.0,0.0,-
0.0102154,0.354813,0.8435819999999999,0.189555,0.00723663,0.8423290000000001,0.507834,0.00378022,0.7670600000000001,0.011560899999999999,0.0,103.0,0.0,-
0.00688119,-0.00360045,0.526612,0.9137549999999999,0.00811232,0.338958,0.082272,-0.00761098,-0.013426800000000001,0.570955,0.0,104.0,0.0,-
0.9919,0.019249099999999998,0.838791,0.43017,0.562771,-0.00375574,0.11405599999999999,0.00276674,0.0457515,0.5141,0.0,105.0,0.0,-
0.0049008,0.22521100000000002,0.00781175,0.859333,0.14727,0.24099600000000002,-0.015642600000000003,0.0606283,0.0138162,0.0112507,0.0,106.0,0.0,-
0.82811,0.00203537,0.716952,0.5286890000000001,-0.0060933,0.361383,0.28476,0.0051974,0.00882091,0.366693,0.0,107.0,0.0,-
-0.00297694,0.5519229999999999,0.787455,0.42655299999999996,0.198432,0.011291200000000001,0.717474,-0.0202032,0.168323,-0.016971200000000002,0.0,108.0,0.0,-
0.0190412,0.954909,0.590467,0.22014499999999998,0.158707,0.00729192,0.009406,0.16594,0.00509694,0.9826790000000001,0.0,109.0,0.0,-
0.047343300000000005,-0.0143545,0.158197,0.629524,7.11642E-4,0.775159,0.016641,0.111726,0.756767,-0.00556873,0.0,110.0,0.0,-
-0.0223793,0.875662,0.797003,-3.2817199999999995E-4,0.558606,0.0149594,0.249277,4.4527099999999996E-4,0.312994,0.011207700000000001,0.0,111.0,0.0,-
0.304765,0.00976804,0.11835,0.0948009,0.012631999999999999,0.9309559999999999,0.0715932,0.00637793,0.015666399999999997,0.989959,0.0,112.0,0.0,-
0.81372,-0.0142969,0.791586,0.216376,-0.00809257,0.637559,-0.00742278,0.23596999999999999,-8.63E-5,0.29941599999999996,0.0,113.0,0.0,-
0.0162925,0.61859,0.48307,0.152162,0.8509129999999999,-0.00507875,0.00307886,0.7949039999999999,-5.956119999999999E-4,0.961786,0.0,114.0,0.0,-
-0.00253298,0.161052,0.12017699999999999,0.326355,0.41075200000000006,0.0107305,0.11529500000000001,-0.00756883,-0.00437478,0.833525,0.0,115.0,0.0,-
0.07584199999999999,0.011429,0.848859,0.428126,0.0133221,0.8506370000000001,0.469211,0.00737097,0.248408,0.0238194,0.0,116.0,0.0,-
0.9927590000000001,0.00358858,0.010231,0.729757,0.0539327,0.932376,0.00736446,0.264638,-0.0100013,0.269232,0.0,117.0,0.0,-
0.15776099999999998,0.00479043,0.5520729999999999,0.114139,0.013485299999999999,0.517425,0.16506600000000002,0.00230437,0.349742,-0.00956399,0.0,118.0,0.0,-
0.308461,-0.0181427,0.656392,0.856374,-0.00115096,0.12846,0.135094,-0.0137443,0.9662120000000001,-0.00391165,0.0,119.0,0.0,-
0.0164442,0.8711760000000001,0.216275,0.313374,0.697943,-3.02E-5,0.355159,0.00206327,0.164668,-4.2003E-4,0.0,120.0,0.0,-
0.49189399999999994,-0.00634431,0.9392,-0.0124873,0.329516,0.76498,4.05452E-4,0.8282870000000001,0.566497,0.00334209,0.0,121.0,0.0,-
-0.0030099,0.869799,0.59929,0.00474481,0.7430439999999999,0.939478,0.9110030000000001,0.00105814,0.634171,-0.00237293,0.0,122.0,0.0,-
0.661805,-0.0204489,0.9017120000000001,0.272406,0.9600690000000001,0.0102726,0.662281,0.00813923,0.9116120000000001,-9.5105E-4,0.0,123.0,0.0,-
0.8665649999999999,0.00287171,0.00713943,0.955802,-0.00543841,0.803621,0.0103444,0.47094600000000003,0.00209671,0.637401,0.0,124.0,0.0,-
0.11020999999999999,0.00214937,0.49165600000000004,0.199803,0.124972,-0.0185189,0.864665,-0.00444249,0.614472,0.00210112,0.0,125.0,0.0,-
-9.129769999999999E-4,0.370312,0.799855,0.26604099999999997,0.6477470000000001,0.00632163,-0.00754256,0.9094969999999999,0.29973099999999997,9.566310000000001E-4,0.0,126.0,0.0,-
0.83367,-1.37472E-4,0.355121,0.038446,0.987584,-0.0100226,0.0234234,0.00352282,-0.00661195,0.233724,0.0,127.0,0.0,-
0.41484,0.00453748,0.478681,0.82655,-0.0111775,0.6859149999999999,-7.504889999999999E-4,0.635575,-0.0049542,0.271519,0.0,128.0,0.0,-
0.47732700000000006,-0.00219742,0.43452399999999997,0.00360561,0.101566,0.706539,-0.00620835,0.356792,0.276688,0.00340062,0.0,129.0,0.0,-
0.08217669999999999,0.00397326,-0.00735823,0.631506,0.6028359999999999,0.535271,0.860452,0.010188899999999999,0.00887154,0.366317,0.0,130.0,0.0,-
-0.00125141,0.30805,0.0051426,0.339011,0.7168329999999999,0.8681639999999999,-0.00657899,0.30867,0.45743,-0.00973772,0.0,131.0,0.0,-
-0.017978099999999997,0.6655840000000001,0.0369214,0.0141139,0.537421,0.0749918,-0.00318394,0.554938,-0.00243595,0.8463360000000001,0.0,132.0,0.0,-
0.012343000000000002,0.792078,0.196974,0.615845,3.1014599999999997E-4,0.556658,0.8493379999999999,5.859940000000001E-4,0.00245241,0.740793,0.0,133.0,0.0,-
0.0192958,0.598225,0.0152825,-0.00858235,0.0707485,0.242986,-0.010264299999999999,0.20031600000000002,-0.00281408,0.663678,0.0,134.0,0.0,-
-0.00313833,0.407524,0.529215,-0.00331143,0.597742,0.0010408,0.465591,0.00238271,0.8231219999999999,-0.00408667,0.0,135.0,0.0,-
-2.23368E-4,0.175931,0.8295879999999999,0.66869,0.634115,0.00429296,0.00162956,0.457844,0.49478599999999995,-0.015765,0.0,136.0,0.0,-
0.0194515,0.0128053,0.05076780000000001,0.739345,-0.0030938000000000003,0.6988439999999999,0.205938,0.014765799999999999,0.00937997,0.798747,0.0,137.0,0.0,-
0.126862,0.016082299999999997,0.139888,0.136724,0.632788,0.00397855,0.00327731,0.964454,-0.00540979,0.725949,0.0,138.0,0.0,-
0.00268435,0.799313,0.436638,0.00745143,0.837548,0.199215,0.08742899999999999,0.00521273,0.13196,-0.00225606,0.0,139.0,0.0,-
-7.359160000000001E-4,0.744102,0.00607509,0.461279,0.869495,0.671447,0.889441,-0.00311385,-0.016384299999999997,0.559495,0.0,140.0,0.0,-
0.07098869999999999,-0.00520623,0.43715699999999996,0.6847810000000001,0.00871923,0.7324890000000001,0.00326399,0.24047399999999997,0.16125899999999999,0.0032869999999999996,0.0,141.0,0.0,-
-5.02051E-4,0.292635,0.06212080000000001,0.0457092,0.24149400000000001,0.00751378,0.300741,-5.3999E-4,0.956565,0.00636507,0.0,142.0,0.0,-
0.541155,-0.017948,0.519829,0.011831,0.671716,0.21578899999999998,-0.00847803,0.6352,0.018752599999999998,0.005751300000000001,0.0,143.0,0.0,-
-0.00204277,0.34994200000000003,0.831461,0.954533,-0.0222157,0.482271,0.00349328,0.249917,0.426124,0.0173139,0.0,144.0,0.0,-
0.897466,0.00350686,0.814793,0.521556,0.0136912,-0.00615268,0.384922,0.00146136,0.734192,-0.00517338,0.0,145.0,0.0,-
-0.00377201,0.42319399999999996,0.515641,0.6009869999999999,0.010506999999999999,0.390289,0.004331300000000001,0.395169,0.74549,0.00497746,0.0,146.0,0.0,-
0.143484,-0.0104684,0.0124481,0.12493399999999999,0.613471,0.27221300000000004,0.00185612,0.487955,-0.0138776,0.0557904,0.0,147.0,0.0,-
0.660299,0.0108336,0.5900029999999999,0.282302,0.0100561,0.7723720000000001,-0.00946382,0.682878,0.389916,0.00494596,0.0,148.0,0.0,-
0.00670777,0.905444,0.8872389999999999,0.19785899999999998,-0.013076599999999999,0.311578,0.9996309999999999,-0.00155568,0.00358509,0.661917,0.0,149.0,0.0,-
0.00933465,0.35796500000000003,-0.00766858,0.620468,0.36473099999999997,0.271343,0.23396,-0.00138566,-0.011964399999999998,0.8811049999999999,0.0,150.0,0.0,-
0.353796,0.00492866,0.546667,0.415655,0.8613649999999999,-0.00117113,0.24334499999999998,-0.00289718,0.463421,-0.00336395,0.0,151.0,0.0,-
0.9690780000000001,-0.00696044,-0.0220109,0.741032,0.738008,0.218625,0.00399715,0.8618600000000001,6.909660000000001E-4,0.247631,0.0,152.0,0.0,-
-0.0107554,0.889842,0.0104376,0.140105,0.914984,0.084481,0.608599,0.00608513,0.39274000000000003,-0.00337309,0.0,153.0,0.0,-
0.13786600000000002,0.00156958,0.255234,0.277344,-0.00800015,0.124145,-0.0100965,0.36090700000000003,-0.0137417,0.653737,0.0,154.0,0.0,-
0.7899689999999999,0.00323998,0.00615257,-0.0110615,0.852504,0.657227,0.8877139999999999,0.00919633,-8.36E-6,0.339372,0.0,155.0,0.0,-
-7.80634E-4,0.9073549999999999,0.014170400000000001,0.33215,0.997447,0.845158,-0.00793294,0.34315,-0.00392166,0.654842,0.0,156.0,0.0,-
-0.0150964,0.67187,0.137026,0.437255,-0.00400308,0.11932100000000001,-0.008102700000000001,0.9902620000000001,0.629328,0.00576735,0.0,157.0,0.0,-
0.00238206,0.08634,0.121803,0.547183,0.645925,0.0121016,0.00477331,0.9969049999999999,-0.00215469,0.8200270000000001,0.0,158.0,0.0,-
0.44052399999999997,-0.00792476,0.918776,0.146108,0.281127,-0.00124238,-0.010024700000000001,0.8297479999999999,0.624796,0.00436381,0.0,159.0,0.0,-
0.721621,0.012095299999999998,-0.0137137,0.048699900000000004,0.8600610000000001,0.826262,0.73305,-0.015441499999999999,0.0891757,-0.00325799,0.0,160.0,0.0,-
0.685558,-0.0195671,0.179265,0.664909,0.00902556,0.057403300000000004,0.9376479999999999,-0.021074799999999998,0.31255,-0.00328479,0.0,161.0,0.0,-
0.621352,-0.0139953,0.009054000000000001,0.9936940000000001,0.745578,0.376096,0.53514,5.3500000000000006E-5,-0.0163822,0.712925,0.0,162.0,0.0,-
0.12456400000000001,0.00654054,0.41773299999999997,0.00292167,0.5570039999999999,0.9489690000000001,0.0125493,0.0719966,0.8144239999999999,-0.013584299999999999,0.0,163.0,0.0,-
-0.0046793,0.630267,0.44208100000000006,3.9809599999999996E-4,0.00772745,0.245004,-0.00171422,0.273624,0.788509,0.014778200000000002,0.0,164.0,0.0,-
-0.00510858,0.593353,0.788621,0.89349,0.00818648,0.8904559999999999,0.00471249,0.8965709999999999,0.0970318,0.00836049,0.0,165.0,0.0,-
0.550672,-0.00210727,0.340106,-0.00480524,0.642686,0.8569690000000001,0.781129,-0.00220291,0.413196,-0.00808162,0.0,166.0,0.0,-
-0.0030315999999999997,0.16561800000000002,0.8681059999999999,0.5529810000000001,0.0118829,0.236839,0.0542696,0.00246527,0.173753,-0.00575374,0.0,167.0,0.0,-
0.30533899999999997,-0.00520074,0.8078,0.00517769,0.40672800000000003,0.73407,0.298037,0.00950369,0.0165297,0.249743,0.0,168.0,0.0,-
0.013577,0.9292450000000001,0.648065,0.722345,0.740801,-0.0111141,0.00571287,0.9576709999999999,3.5919300000000006E-4,0.550844,0.0,169.0,0.0,-
-0.00139809,0.955982,0.013024100000000002,0.788985,0.580942,0.457372,0.74856,-0.00691719,0.00119044,0.717059,0.0,170.0,0.0,-
0.907474,-0.00430598,0.25014699999999995,0.199474,0.00918391,0.00655502,0.11526099999999999,8.3452E-4,0.777304,-0.014714500000000002,0.0,171.0,0.0,-
